VIV_SEL,H_MUD,CD,ENT,MUN,LOC,AGEB,PRO_VIV,PER,R_DEF,FCHDEFDIA,FCHDEFMES,FCHDEFH_I,FCHDEFM_I,FCHDEFH_T,FCHDEFM_T,R_INF,R_SEL,SEL_SIT,SEL_SUST,N_ENT,N_TEL,SUP,NOM_ENT,CLV_ENT,NOM_JE,CLV_JE,TIPO_CUEST,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,AP2_4,FAC_VIV,DOMINIO,UPM,UPM_DIS,EST,EST_DIS
","4336.0453
","U
","1408254
","11190
","4
","0150
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","4336.0453
","U
","1408254
","11190
","4
","0150
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","4336.0453
","U
","1408254
","11190
","4
","0150
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","3963.2429
","U
","1408269
","11200
","3
","0140
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3963.2429
","U
","1408269
","11200
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3963.2429
","U
","1408269
","11200
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","3963.2429
","U
","1408269
","11200
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3113.5585
","U
","1408409
","11210
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","3113.5585
","U
","1408409
","11210
","3
","0140
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","3113.5585
","U
","1408409
","11210
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3113.5585
","U
","1408409
","11210
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","3372.8085
","U
","1408490
","11220
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","8
","1
","
","
","3372.8085
","U
","1408490
","11220
","3
","0140
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","3372.8085
","U
","1408490
","11220
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","3372.8085
","U
","1408490
","11220
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3372.8085
","U
","1408490
","11220
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3660.3045
","U
","1408560
","11230
","3
","0140
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3660.3045
","U
","1408560
","11230
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","3660.3045
","U
","1408560
","11230
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","3660.3045
","U
","1408560
","11230
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","2
","02
","3
","4881.2977
","U
","1408566
","11240
","4
","0150
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","1
","1
","
","
","4881.2977
","U
","1408566
","11240
","4
","0150
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","4881.2977
","U
","1408566
","11240
","4
","0150
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","6
","1
","
","
","4881.2977
","U
","1408566
","11240
","4
","0150
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","4881.2977
","U
","1408566
","11240
","4
","0150
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3280.302
","U
","1408664
","11250
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","3280.302
","U
","1408664
","11250
","3
","0140
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3280.302
","U
","1408664
","11250
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","3280.302
","U
","1408664
","11250
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","3280.302
","U
","1408664
","11250
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","3925.2744
","U
","1408747
","11260
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3925.2744
","U
","1408747
","11260
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","3925.2744
","U
","1408747
","11260
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","3925.2744
","U
","1408747
","11260
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3765.0808
","U
","1408895
","11270
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3765.0808
","U
","1408895
","11270
","3
","0140
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","3765.0808
","U
","1408895
","11270
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","3765.0808
","U
","1408895
","11270
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","3765.0808
","U
","1408895
","11270
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","4104.5631
","U
","1409094
","11280
","4
","0150
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","4104.5631
","U
","1409094
","11280
","4
","0150
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","4104.5631
","U
","1409094
","11280
","4
","0150
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","4104.5631
","U
","1409094
","11280
","4
","0150
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","4104.5631
","U
","1409094
","11280
","4
","0150
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","4707.586
","U
","1409152
","11290
","4
","0150
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","4707.586
","U
","1409152
","11290
","4
","0150
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","4707.586
","U
","1409152
","11290
","4
","0150
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","1
","1
","
","
","4707.586
","U
","1409152
","11290
","4
","0150
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","3
","1
","
","
","4656.4219
","U
","1409272
","11300
","4
","0150
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","4656.4219
","U
","1409272
","11300
","4
","0150
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","4701.7399
","U
","1409432
","11310
","4
","0150
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","4701.7399
","U
","1409432
","11310
","4
","0150
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","4701.7399
","U
","1409432
","11310
","4
","0150
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","4701.7399
","U
","1409432
","11310
","4
","0150
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","4701.7399
","U
","1409432
","11310
","4
","0150
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","5082.8699
","U
","1409536
","11320
","2
","0130
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","8
","1
","
","
","5082.8699
","U
","1409536
","11320
","2
","0130
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","5082.8699
","U
","1409536
","11320
","2
","0130
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","5082.8699
","U
","1409536
","11320
","2
","0130
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","4607.8055
","U
","1409568
","11330
","4
","0150
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","4607.8055
","U
","1409568
","11330
","4
","0150
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","7
","2
","02
","5
","4607.8055
","U
","1409568
","11330
","4
","0150
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","4877.347
","U
","1409581
","11340
","4
","0150
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","4877.347
","U
","1409581
","11340
","4
","0150
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","4877.347
","U
","1409581
","11340
","4
","0150
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","4877.347
","U
","1409581
","11340
","4
","0150
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","4877.347
","U
","1409581
","11340
","4
","0150
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3934.9432
","U
","1409603
","11350
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3934.9432
","U
","1409603
","11350
","3
","0140
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","3934.9432
","U
","1409603
","11350
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","3934.9432
","U
","1409603
","11350
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","3934.9432
","U
","1409603
","11350
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","6130.9991
","U
","1409621
","11360
","4
","0150
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","6130.9991
","U
","1409621
","11360
","4
","0150
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","6130.9991
","U
","1409621
","11360
","4
","0150
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","1
","1
","
","
","6130.9991
","U
","1409621
","11360
","4
","0150
"
"01
","0
","24
","14
","097
","0025
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","4348.2279
","U
","1411626
","11370
","2
","0130
"
"03
","0
","24
","14
","097
","0025
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","4348.2279
","U
","1411626
","11370
","2
","0130
"
"04
","0
","24
","14
","097
","0025
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","4348.2279
","U
","1411626
","11370
","2
","0130
"
"05
","0
","24
","14
","097
","0025
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","4348.2279
","U
","1411626
","11370
","2
","0130
"
"01
","0
","24
","14
","097
","0025
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","7
","1
","
","
","5601.0184
","U
","1411655
","11380
","4
","0150
"
"03
","0
","24
","14
","097
","0025
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","5601.0184
","U
","1411655
","11380
","4
","0150
"
"04
","0
","24
","14
","097
","0025
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","5601.0184
","U
","1411655
","11380
","4
","0150
"
"05
","0
","24
","14
","097
","0025
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","5601.0184
","U
","1411655
","11380
","4
","0150
"
"01
","0
","24
","14
","098
","0014
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","3062.6652
","U
","1412024
","11390
","3
","0140
"
"02
","0
","24
","14
","098
","0014
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3062.6652
","U
","1412024
","11390
","3
","0140
"
"03
","0
","24
","14
","098
","0014
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","9
","2
","02
","2
","3062.6652
","U
","1412024
","11390
","3
","0140
"
"04
","0
","24
","14
","098
","0014
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","3062.6652
","U
","1412024
","11390
","3
","0140
"
"01
","0
","24
","14
","101
","0009
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","5717.2261
","U
","1412087
","11400
","2
","0130
"
"02
","0
","24
","14
","101
","0009
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","5717.2261
","U
","1412087
","11400
","2
","0130
